Transaction Name,Funding Type,Funding Stage,Money Raised,Announced Date,Organization Name,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors
Seed Round - Pulley,Seed,Seed,"$150,000","Mar 16, 2020",Pulley,"Pulley offers a cap table management platform designed to help startup founders, employees, and investors monitor their equity information.","Financial Services, FinTech, Information Services, Software",—,"San Francisco, California, United States, North America",pulley.com/,,"$50,150,000",Early Stage Venture,3,—,1
Pre Seed Round - Hippo Health,Pre-Seed,Seed,"$550,000","Mar 23, 2020",Hippo Health,Hippo Health is an online healthcare communication platform that connects patients and clinicians.,"Health Care, Medical, Professional Services",—,"Boulder, Colorado, United States, North America",www.hippohealth.com,,"$5,950,000",Seed,6,—,3
Seed Round - BlockSpaces,Seed,Seed,"$1,260,000","Mar 25, 2020",BlockSpaces,An automated Bitcoin-based post-trade collateral optimization platform providing robust risk mitigation and seamless data capture.,"Bitcoin, Blockchain, FinTech, Infrastructure, Lighting","Hispanic / Latine Founded, Women Founded, Women Led","Tampa, Florida, United States, North America",blockspaces.com,,"$7,260,000",Seed,4,Leadout Capital,1
Seed Round - Beep Electric,Seed,Seed,"€15,000","Mar 19, 2020",Beep Electric,Beep Electric™ is a cutting-edge EV startup that focuses on offering sustainable and efficient transportation solutions to businesses.,"Consulting, Electric Vehicle, Information Technology, Internet of Things",—,"Tampa, Florida, United States, North America",www.beepelectric.com,,"$32,483",Seed,2,—,—
Seed Round - Taysha Gene Therapies,Seed,Seed,"$30,000,000","Apr 29, 2020",Taysha Gene Therapies,Taysha Gene Therapies develops treatments to eradicate severe and life-threatening monogenic diseases of the central nervous system.,"Biotechnology, Genetics, Life Science",—,"Dallas, Texas, United States, North America",tayshagtx.com/,,"$428,000,000",IPO,6,"Nolan Capital, PBM Capital Group",2
Seed Round - Nextmv,Seed,Seed,"$2,770,000","May 7, 2020",Nextmv,Nextmv is a developer platform for automating and optimizing decisions that drive business operations.,"Developer Platform, Logistics, Software, Supply Chain Management","Women Founded, Women Led","Philadelphia, Pennsylvania, United States, North America",nextmv.io/,,"$11,385,000",Early Stage Venture,3,"Dynamo, FirstMark",6
Pre Seed Round - Bildbord,Pre-Seed,Seed,"$220,000","Apr 1, 2020",Bildbord,"The Social App without Limitations. Connect with with unlimited messaging, targeting connections and an industry 1st A/R Experience!","Augmented Reality, Content Discovery, Marketing, Professional Networking, Social Media, Social Network",Black / African American Founded,"New York, New York, United States, North America",www.bildbord.com,,"$220,000",Seed,1,Ford Seeman,1
Seed Round - Equator Therapeutics,Seed,Seed,"$150,000","Mar 16, 2020",Equator Therapeutics,Restoring natural heat production to treat metabolic disorders,"Biotechnology, Therapeutics, Wellness",Women Founded,"San Francisco, California, United States, North America",equatortherapeutics.com/,,"$650,000",—,3,—,1
Seed Round - Build With Robots,Seed,Seed,"$1,000,000","Apr 10, 2020",Build With Robots,We believe in the dignity and value of work. We are in business to make workers’ lives better through integrated robotics and automation.,"Artificial Intelligence, Industrial Automation, Industrial Engineering, Robotics",—,"Albuquerque, New Mexico, United States, North America",buildwithrobots.com/,,"$5,000,000",Early Stage Venture,3,—,—
Seed Round - Slingshot Aerospace,Seed,Seed,"$1,500,000","Mar 26, 2020",Slingshot Aerospace,"Slingshot Aerospace builds space data, analytics, and simulation solutions.","Aerospace, Analytics, Simulation, Software","Women Founded, Women Led","Austin, Texas, United States, North America",www.slingshotaerospace.com,,"$118,935,900",Early Stage Venture,13,—,3
Seed Round - Cassian Solutions,Seed,Seed,"$25,000","May 2, 2020",Cassian Solutions,"Cassian Solutions is developing MediCase, a digital product to track a patient's medication adherence.","Health Care, Information Technology, Medical Device, Software",—,"Pittsburgh, Pennsylvania, United States, North America",www.cassianrx.com/,,"$1,075,000",Seed,4,Innovation Works,1
Seed Round - Arcadia Earth,Seed,Seed,"$50,000","Mar 16, 2020",Arcadia Earth,"Museum, Experiential, Retail","Art, Augmented Reality, Digital Entertainment, Digital Media, E-Commerce, Education, Events, Retail, Service Industry",—,"New York, New York, United States, North America",www.arcadia.earth/,,"$4,700,000",Early Stage Venture,6,—,1
Seed Round - Hellen Systems,Seed,Seed,"$1,250,000","Apr 7, 2020",Hellen Systems,Hellen Systems is a developer of navigation technologies to utilize for the economy and national infrastructure from location.,"Information Services, Information Technology",—,"Middleburg, Virginia, United States, North America",www.hellensystems.com,,"$2,300,000",Seed,2,—,—
Pre Seed Round - IN-HOUSE,Pre-Seed,Seed,"$850,000","Apr 1, 2020",IN-HOUSE,"IN-HOUSE is a next-generation online marketplace for fashion to search, discover, and shop apparel brands.","E-Commerce, Fashion, Marketplace",—,"New York, New York, United States, North America",www.shopinhouse.com,,"$2,213,000",Seed,3,—,—
Seed Round - Medsbyme,Seed,Seed,"$445,000","Apr 28, 2020",Medsbyme,Medsbyme is a healthcare startup that specializes in the fields of healthcare and pharmacy.,"Fitness, Health Care, Pharmaceutical",—,"New York, New York, United States, North America",www.medsbyme.com/,,"$745,000",Seed,2,—,—
Seed Round - Malbek,Seed,Seed,"$3,000,000","May 12, 2020",Malbek,"Malbek is an AI fueled enterprise contract management solution that streamlines request, review, signature, and commitment tracking.","Artificial Intelligence, Enterprise Software, Legal Tech, SaaS, Software","South Asian Founded, South Asian Led","Princeton, New Jersey, United States, North America",www.malbek.io,,"$20,550,000",Early Stage Venture,5,Osage Venture Partners,1
Seed Round - Strella Biotechnology,Seed,Seed,"$3,300,000","Apr 30, 2020",Strella Biotechnology,Strella Biotechnology offers a biosensing platform that predicts the ripeness of fruit which reduces waste and improves product quality.,"Big Data, Biotechnology, Food and Beverage, Sensor, Supply Chain Management","Women Founded, Women Led","Philadelphia, Pennsylvania, United States, North America",www.strellabiotech.com,,"$11,800,000",Early Stage Venture,4,"Catapult Ventures, Yamaha Motor Ventures",5
Seed Round - Gembah,Seed,Seed,"$3,280,000","Apr 15, 2020",Gembah,Gembah provides consumer services intended to empower businesses and product innovation.,"Manufacturing, Product Design",—,"Austin, Texas, United States, North America",www.gembah.com/,,"$14,280,000",Early Stage Venture,2,Silverton Partners,3
Seed Round - SUTUREGARD Medical,Seed,Seed,"$375,000","Apr 22, 2020",SUTUREGARD Medical,SUTUREGARD Medical is a medical device company that commercializes surgical products that simplify wound closure.,"Biotechnology, Health Care, Medical, Medical Device",—,"Portland, Oregon, United States, North America",suturegard.com,,"$825,000",Seed,4,—,—
Seed Round - Solid,Seed,Seed,"$5,700,000","Apr 29, 2020",Solid,Solid is a one-stop shop that offers a fully integrated and compliant suite of fintech services.,"Banking, Financial Services, FinTech, SaaS, Virtual Currency",—,"San Mateo, California, United States, North America",solidfi.com,,"$80,820,000",Early Stage Venture,5,Base10 Partners,11
Seed Round - MYOLYN,Seed,Seed,"$202,533","Apr 1, 2020",MYOLYN,MYOLYN is a medical device company that improves health and human performance by empowering people to move.,"Health Care, Information Technology, Medical",—,"Gainesville, Florida, United States, North America",www.myolyn.com,,"$1,402,533",Seed,6,—,—
Pre Seed Round - Up 'n go - Pay at table,Pre-Seed,Seed,"$400,000","Apr 1, 2020",Up 'n go - Pay at table,"Over 11 million restaurant checks paid at the table with Up 'n go QR codes. Use us at P. F. Changs, On The Border, and other restaurants.","E-Commerce, FinTech, Food and Beverage, Mobile Payments, Payments, QR Codes, Restaurants, Software, Transaction Processing",—,"San Diego, California, United States, North America",www.upngo.com/,,"$3,945,000",Seed,8,—,—
Seed Round - Spot & Tango,Seed,Seed,"$4,200,000","Apr 7, 2020",Spot & Tango,"Spot & Tango is an innovative pet health and wellness brand that provides dogs with fresh, human grade meals.","Consumer Goods, E-Commerce, Pet",—,"New York, New York, United States, North America",www.spotandtango.com,,"$56,950,000",Early Stage Venture,5,Guild Capital,1
Seed Round - Mobilize,Seed,Seed,"$6,750,000","Apr 13, 2020",Mobilize,Mobilize is a member-management platform that builds connections and facilitate relationships between organizations and its members.,—,—,"San Francisco, California, United States, North America",mobilize.io,,"$6,750,000",Seed,1,Sorenson Capital,1
Pre Seed Round - Dentulu,Pre-Seed,Seed,"$138,250","Apr 4, 2020",Dentulu,Dentulu is a provider of teledentistry and mobile dentistry solutions to existing non-profits around the world.,"Dental, Health Care, mHealth",—,"Los Angeles, California, United States, North America",www.dentulu.com,,"$2,700,250",Seed,12,—,—
Seed Round - Whisked,Seed,Seed,"$300,000","Apr 3, 2020",Whisked,Whisked is a food manufacturing company that specializes in providing cookies with real and simple ingredients.,"Bakery, Food and Beverage, Food Processing, Manufacturing","Women Founded, Women Led","Washington, District of Columbia, United States, North America",www.whiskeddc.com/,,"$460,000",Seed,2,—,—
Seed Round - Workbench,Seed,Seed,"$150,000","Mar 16, 2020",Workbench,Workbench is an information management for hardware startups.,"Network Hardware, Presentation Software, Software",—,"Palo Alto, California, United States, North America",workbenchtech.io,,"$150,000",Seed,2,—,2
Seed Round - Lucid Lane Inc.,Seed,Seed,"$4,000,000","May 12, 2020",Lucid Lane Inc.,"Lucid Lane is a telehealth provider specializing in mental health, medication dependence and substance use disorders.","Health Care, Hospital",—,"Los Altos, California, United States, North America",www.lucidlane.com/,,"$20,000,000",Early Stage Venture,3,Battery Ventures,3
Seed Round - Anubis Bio,Seed,Seed,"$1,000,000","Mar 20, 2020",Anubis Bio,Anubis Bio has USPTO patented Microbiome-Cleanser (TM) natural food platform that quickly resolves GI-distress-diarrhea in animals.,"Biotechnology, Dietary Supplements, Health Care, Nutrition, Pet, Veterinary, Wellness",—,"Orlando, Florida, United States, North America",anubisbio.com/,,"$1,040,000",Seed,4,Life Science Angels,2
Seed Round - Care Dispenser Consulting,Seed,Seed,"$5,000","Apr 30, 2020",Care Dispenser Consulting,Care Dispenser Consulting is a Health care Company.,Health Care,—,"Lexington, Kentucky, United States, North America",,,"$5,000",Seed,1,—,—
Seed Round - Primitive,Seed,Seed,"$500,000","Apr 9, 2020",Primitive,Primitive offers collaborative graphical programming services in virtual reality (VR).,"Developer Platform, Graphic Design, Software, Virtual Reality",—,"Mountain View, California, United States, North America",primitive.io,,"$1,600,000",Seed,4,—,1
Seed Round - Gross-Wen Technologies,Seed,Seed,"$204,000","May 4, 2020",Gross-Wen Technologies,"Gross-Wen Technologies is a biotechnology company that specializes in the fields of water quality, wastewater, and water nitrogen.","Biotechnology, Information Technology, Waste Management, Water",—,"Slater, Iowa, United States, North America",algae.com/,,"$13,053,675",Early Stage Venture,5,—,—
Pre Seed Round - Tekpon,Pre-Seed,Seed,"$50,000","May 5, 2020",Tekpon,"Tekpon is a software encyclopedia, open for everyone who understands more or less the remarkable impact of useful software in their life",Software,—,"Middletown, Delaware, United States, North America",tekpon.com,,"$2,425,000",Seed,3,—,—
Seed Round - Simple Strips,Seed,Seed,"$150,000","Mar 16, 2020",Simple Strips,Simple Strips makes glucose test strips that are scanned with a smartphone camera instead of a meter.,"Health Diagnostics, Medical Device, Mobile Apps, Software",—,"Austin, Texas, United States, North America",simplestrips.com/,,"$150,000",Seed,1,—,1
Pre Seed Round - RoundlyX,Pre-Seed,Seed,"$75,000","May 7, 2020",RoundlyX,RoundlyX helps users auto invest their spare change in bitcoin and other digital assets when making everyday purchases.,"Bitcoin, Cryptocurrency, FinTech",—,"Richmond, Virginia, United States, North America",roundlyx.com,,"$3,035,000",Seed,8,Virginia Venture Partners,1
Seed Round - Attestiv,Seed,Seed,"$2,000,000","Mar 18, 2020",Attestiv,Attestiv is an AI software platform that verifies the authenticity of digital media and data for businesses.,"Cyber Security, Information Services, Information Technology, InsurTech, Risk Management",—,"Lehi, Utah, United States, North America",attestiv.com,,"$3,222,093",—,3,Castle Island Ventures,3
Pre Seed Round - Benchmark Labs,Pre-Seed,Seed,"$200,000","May 1, 2020",Benchmark Labs,"Benchmark Labs provides asset-specific weather forecasting for the agricultural sector, and beyond.","Agriculture, CleanTech, Risk Management, Software","Hispanic / Latine Founded, Hispanic / Latine Led","San Francisco, California, United States, North America",www.benchmarklabs.com/,,"$726,000",Seed,5,NextView Ventures,1
Seed Round - Westlake Brewing,Seed,Seed,"$35,000","May 5, 2020",Westlake Brewing,Westlake Brewing is a start-up production brewery primarily serving the south-central region.,"Brewing, Craft Beer",—,"Dallas, Texas, United States, North America",www.westlakebeer.com,,"$167,000",Seed,2,—,—
Pre Seed Round - Telivity Inc.,Pre-Seed,Seed,"$50,000","Apr 2, 2020",Telivity Inc.,Telivity Inc. provides managed technology solutions that empower businesses to embrace Industry 4.0 by harnessing the power of IoT.,"Information Technology, Internet, Internet of Things, Software",—,"Wilmington, Delaware, United States, North America",www.telivity.io,,"$100,000",Seed,2,—,—
